,AREA,INT_SQFT,N_BEDROOM,N_BATHROOM,N_ROOM,PARK_FACIL,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,SALES_PRICE,AGE
3580,Adyar,691,1,1,2,0,House,ELO,No Access,I,5125790,26
3581,KK Nagar,1405,2,1,4,1,Others,NoSeWa,Paved,RL,10084320,11
3582,Adyar,1009,1,1,3,1,Commercial,NoSeWa,Paved,RH,13215865,11
3583,Anna Nagar,1525,1,1,4,1,Commercial,AllPub,Gravel,RM,19571820,31
3584,Velachery,1847,3,2,5,1,House,NoSeWa,Gravel,RL,11256610,13
3585,Chrompet,1250,2,1,4,1,Commercial,NoSeWa,Paved,RM,15556750,17
3586,Karapakkam,804,1,1,2,1,Others,NoSeWa,No Access,I,5903750,7
3587,KK Nagar,2117,3,2,5,1,Others,NoSeWa,Paved,RL,12416100,17
3588,KK Nagar,2018,3,2,5,1,Others,NoSeWa,Gravel,RL,12554380,21
3589,Chrompet,942,1,1,3,0,Others,ELO,Paved,RH,7567040,26
3590,Adyar,777,1,1,2,1,Others,NoSeWa,No Access,RM,8517175,25
3591,T Nagar,1695,1,1,4,1,House,NoSeWa,Gravel,RH,13209090,22
3592,Adyar,902,1,1,3,0,Commercial,NoSeWa,Gravel,C,10556375,5
3593,Velachery,1904,3,2,5,0,Others,ELO,Paved,A,8504780,24
3594,Anna Nagar,1536,1,1,4,0,Others,NoSeWa,No Access,RH,10245090,43
3595,Karapakkam,827,1,1,2,1,Others,NoSeWa,Gravel,RL,8307375,17
3596,Velachery,1553,2,1,4,0,House,NoSeWa,Gravel,A,6524930,54
3597,Chrompet,768,1,1,2,1,House,NoSeWa,No Access,RH,7171850,19
3598,Chrompet,1245,2,1,4,0,Commercial,AllPub,Paved,RM,14686600,8
3599,Velachery,1662,2,1,4,1,Others,ELO,Paved,A,8427850,30
3600,KK Nagar,1958,3,2,5,0,House,AllPub,Gravel,RL,10676820,21
3601,KK Nagar,2281,4,2,6,1,Commercial,NoSeWa,Gravel,RL,19171860,13
3602,Velachery,1908,3,2,5,1,House,NoSeWa,No Access,C,8466820,35
3603,Adyar,916,1,1,3,1,Others,ELO,No Access,RM,9379310,34
3604,Chrompet,1101,1,1,3,1,House,NoSeWa,No Access,RH,8410150,9
3605,Anna Nagar,1518,1,1,4,1,Others,ELO,No Access,RL,12430300,33
3606,Adyar,1049,1,1,3,1,Commercial,ELO,No Access,C,11139700,20
3607,Karapakkam,736,1,1,2,1,House,AllPub,No Access,RL,6304750,29
3608,Adyar,693,1,1,2,0,House,NoSeWa,Gravel,RL,8013720,8
3609,Anna Nagar,1802,2,1,5,0,Others,NoSeWa,Paved,RL,13397130,6
3610,Adyar,888,1,1,3,1,Commercial,ELO,No Access,C,9910835,29
3611,Chrompet,973,1,1,3,1,Others,NoSeWa,No Access,RL,9536960,13
3612,Karapakkam,663,1,1,2,1,Others,NoSeWa,No Access,C,4408125,20
3613,Chrompet,700,1,1,2,1,Others,ELO,Paved,RM,8270600,40
3614,Adyar,976,1,1,3,1,Others,AllPub,No Access,RL,9801395,13
3615,KK Nagar,2283,4,2,6,1,Others,AllPub,Gravel,RL,13852380,6
3616,KK Nagar,1301,1,1,3,1,Commercial,NoSeWa,Paved,RH,12099740,7
3617,Karapakkam,1261,1,1,3,0,Commercial,NoSeWa,Paved,RH,9634250,19
3618,KK Nagar,2365,4,2,6,0,Commercial,NoSeWa,Gravel,RM,18624480,24
3619,Chrompet,958,1,1,3,0,Others,ELO,Paved,RM,9008060,12
3620,Velachery,1587,2,1,4,1,House,ELO,Paved,I,8586060,23
3621,T Nagar,1977,2,1,5,1,Commercial,ELO,Paved,RH,22000360,33
3622,Chrompet,1137,1,1,3,0,Others,NoSeWa,Paved,RM,10441640,5
3623,Chrompet,865,1,1,3,0,Others,NoSeWa,Gravel,RH,7775300,27
3624,Chrompet,1125,1,1,3,1,House,NoSeWa,No Access,RM,9248500,22
3625,Karapakkam,1635,2,2,4,0,Commercial,NoSeWa,No Access,C,10620750,5
3626,KK Nagar,2345,4,2,6,0,Others,NoSeWa,Gravel,RM,13355100,10
3627,Chrompet,1072,1,1,3,1,House,ELO,Paved,RH,8569350,25
3628,KK Nagar,2416,4,2,6,1,Commercial,NoSeWa,Paved,RM,19635040,22
3629,Velachery,1720,2,1,4,0,Others,NoSeWa,Paved,I,8420300,50
3630,Karapakkam,727,1,1,2,1,Others,ELO,Paved,I,5859875,13
3631,T Nagar,1970,2,1,5,1,Others,NoSeWa,Gravel,RL,16053550,40
3632,Velachery,1891,3,2,5,1,Others,AllPub,Paved,RM,12303400,45
3633,Karapakkam,1227,1,1,3,1,House,AllPub,Paved,A,6198000,6
3634,Chrompet,1253,2,1,4,1,Others,NoSeWa,Paved,RL,11010960,9
3635,Karapakkam,1278,1,1,3,0,Commercial,NoSeWa,Gravel,RH,10544750,21
3636,Adyar,692,1,1,2,0,Others,AllPub,No Access,A,4678720,8
3637,Chrompet,1186,1,1,3,0,Commercial,AllPub,Paved,RH,13042550,29
3638,KK Nagar,1881,3,2,5,1,Others,AllPub,Paved,RM,12666980,8
3639,Chrompet,898,1,1,3,1,Others,ELO,Gravel,RM,10373360,6
3640,Velachery,1661,2,1,4,1,House,AllPub,Gravel,A,8514030,29
3641,KK Nagar,1536,2,1,4,0,House,NoSeWa,Paved,RL,8720100,15
3642,Chrompet,726,1,1,2,1,Others,NoSeWa,No Access,RH,7187570,33
3643,Adyar,961,1,1,3,1,Commercial,NoSeWa,Paved,C,10968170,18
3644,Karapakkam,1356,2,2,4,1,House,AllPub,No Access,RH,7243250,43
3645,Chrompet,882,1,1,3,0,Others,NoSeWa,No Access,RM,8665540,4
3646,Karapakkam,1558,2,2,4,1,Others,NoSeWa,Paved,C,7898250,40
3647,Karapakkam,1440,2,2,4,1,House,NoSeWa,No Access,RL,7859750,41
3648,Karapakkam,691,1,1,2,1,Others,NoSeWa,Paved,I,6059625,20
3649,Adyar,1255,2,2,4,0,House,ELO,Paved,RM,10084565,11
3650,Chrompet,1009,1,1,3,1,Commercial,AllPub,Paved,RL,13362600,24
3651,Adyar,1065,1,1,3,0,House,ELO,Gravel,A,6857075,5
3652,Chrompet,1065,1,1,3,1,House,NoSeWa,Paved,RM,9955700,38
3653,Karapakkam,694,1,1,2,1,House,NoSeWa,No Access,C,3807000,44
3654,Chrompet,1045,1,1,3,0,House,AllPub,Paved,RM,9020500,18
3655,Karapakkam,730,1,1,2,1,House,NoSeWa,No Access,RH,5500000,32
3656,Velachery,1871,3,2,5,0,Others,AllPub,Paved,C,8616750,49
3657,Chrompet,994,1,1,3,1,House,AllPub,Paved,RL,9475900,22
3658,Anna Nagar,1754,1,1,4,0,House,ELO,No Access,RH,10917740,27
3659,KK Nagar,2224,4,2,6,1,House,NoSeWa,Gravel,RL,12196780,29
3660,Karapakkam,836,1,1,2,0,Others,NoSeWa,No Access,A,3577000,22
3661,Karapakkam,1399,2,2,4,0,Commercial,AllPub,No Access,RM,11019000,39
3662,Velachery,1950,3,2,5,1,House,ELO,Gravel,RH,11217570,11
3663,Anna Nagar,1519,1,1,4,1,Others,NoSeWa,Gravel,RL,13037450,39
3664,Anna Nagar,1605,1,1,4,1,Others,NoSeWa,No Access,RL,12149050,40
3665,Chrompet,1230,2,1,4,0,Commercial,AllPub,Paved,RL,14109250,7
3666,Karapakkam,584,1,1,2,1,Commercial,AllPub,No Access,RL,7439500,30
3667,Velachery,1590,2,1,4,0,Commercial,NoSeWa,Paved,RL,13277730,54
3668,Velachery,1734,2,1,4,0,Others,NoSeWa,No Access,RM,10180900,10
3669,Chrompet,786,1,1,2,0,Commercial,NoSeWa,Gravel,RL,10905100,6
3670,Chrompet,701,1,1,2,0,Commercial,AllPub,Paved,RH,8513600,36
3671,Adyar,783,1,1,2,1,Others,NoSeWa,No Access,RL,8538070,38
3672,Anna Nagar,1739,1,1,4,0,Others,NoSeWa,Paved,RL,12739970,15
3673,Chrompet,1127,1,1,3,0,House,NoSeWa,Gravel,RL,8841600,32
3674,Chrompet,919,1,1,3,0,Commercial,AllPub,No Access,RH,10180400,28
3675,Chrompet,902,1,1,3,0,Others,NoSeWa,Paved,RL,8637740,4
3676,Adyar,838,1,1,3,1,Commercial,AllPub,No Access,RH,11197455,37
3677,Chrompet,1026,1,1,3,0,Commercial,AllPub,No Access,RM,12388350,21
3678,Karapakkam,1346,2,2,4,1,House,NoSeWa,Gravel,I,7441000,44
3679,KK Nagar,1764,2,1,4,0,Others,NoSeWa,Paved,RM,10950540,23
3680,Chrompet,825,1,1,3,1,Commercial,NoSeWa,Paved,RL,11338250,14
3681,Velachery,1542,2,1,4,1,House,NoSeWa,Paved,RM,10737270,11
3682,KK Nagar,1869,3,2,5,0,Others,AllPub,Gravel,RL,11190500,16
3683,Adyar,1291,2,2,4,0,House,NoSeWa,No Access,C,6951120,27
3684,Karapakkam,950,1,1,3,1,Others,NoSeWa,Gravel,A,5628000,45
3685,Karapakkam,680,1,1,2,1,Commercial,ELO,Paved,RL,8208000,32
3686,Anna Nagar,1579,1,1,4,1,Others,NoSeWa,Gravel,RH,12812990,31
3687,Chrompet,1047,1,1,3,1,Others,NoSeWa,No Access,RL,9051140,37
3688,Anna Nagar,1660,1,1,4,1,Commercial,ELO,No Access,RL,18681200,30
3689,Chrompet,835,1,1,3,1,Others,AllPub,Gravel,RL,9220450,22
3690,Anna Nagar,1883,2,1,5,0,House,NoSeWa,No Access,RM,13316650,15
3691,Adyar,1109,1,1,3,1,House,ELO,Paved,RM,10039740,36
3692,Adyar,995,1,1,3,1,Others,AllPub,No Access,I,8055010,34
3693,Velachery,1747,2,1,4,1,Others,NoSeWa,Paved,RM,12038110,33
3694,Anna Nagar,1529,1,1,4,1,House,AllPub,Gravel,RH,11985700,35
3695,Karapakkam,1034,1,1,3,1,Others,NoSeWa,Paved,RM,8345500,37
3696,KK Nagar,1302,1,1,3,0,Commercial,NoSeWa,Paved,RL,11286720,26
3697,Karapakkam,654,1,1,2,1,Commercial,NoSeWa,Paved,C,6754500,6
3698,Chrompet,1020,1,1,3,1,Commercial,AllPub,Gravel,RH,13245700,26
3699,Karapakkam,506,1,1,2,0,Commercial,NoSeWa,No Access,RM,6519250,27
3700,T Nagar,1955,2,1,5,1,House,AllPub,Gravel,RL,13986310,43
3701,Karapakkam,1653,2,2,4,0,Commercial,NoSeWa,Paved,RL,12268750,25
3702,Velachery,1820,3,2,5,1,House,NoSeWa,Paved,RM,11050340,32
3703,Velachery,1508,2,1,4,1,Commercial,NoSeWa,No Access,C,12035430,9
3704,Karapakkam,1292,1,1,3,0,Commercial,AllPub,Paved,C,8974750,17
3705,Anna Nagar,1922,2,1,5,0,Commercial,ELO,Gravel,RL,21208080,24
3706,Karapakkam,584,1,1,2,0,Others,NoSeWa,No Access,C,3928250,11
3707,Anna Nagar,1839,2,1,5,1,House,NoSeWa,Gravel,RH,13903480,14
3708,Velachery,1879,3,2,5,0,House,AllPub,No Access,RM,9900740,32
3709,Karapakkam,1199,1,1,3,0,Others,NoSeWa,No Access,RM,7329125,32
3710,Chrompet,1181,1,1,3,1,House,NoSeWa,Gravel,RM,11060050,11
3711,Chrompet,1068,1,1,3,0,Others,NoSeWa,No Access,RM,9087160,12
3712,Velachery,1686,2,1,4,1,Others,NoSeWa,Gravel,RM,12026070,26
3713,KK Nagar,2242,4,2,6,1,Others,AllPub,Gravel,RH,13547460,11
3714,Chrompet,1259,2,1,4,0,House,ELO,Gravel,RL,9574950,16
3715,T Nagar,1843,2,1,5,1,Others,ELO,No Access,RH,13613320,29
3716,T Nagar,1924,2,1,5,1,Others,NoSeWa,Paved,RH,14480950,19
3717,Chrompet,1144,1,1,3,0,Commercial,ELO,Gravel,RH,12649650,31
3718,Karapakkam,542,1,1,2,1,Commercial,NoSeWa,Paved,RL,7689500,26
3719,Anna Nagar,1515,1,1,4,0,House,AllPub,No Access,RM,10864880,39
3720,Adyar,630,1,1,2,0,Commercial,ELO,Gravel,RL,9683840,16
3721,Velachery,1671,2,1,4,0,House,AllPub,Gravel,RM,10676510,18
3722,Karapakkam,1047,1,1,3,0,House,NoSeWa,Gravel,I,6066000,18
3723,Anna Nagar,1595,1,1,4,1,Commercial,NoSeWa,No Access,RH,17471500,30
3724,Adyar,1299,2,2,4,0,Others,ELO,No Access,C,8087365,11
3725,Anna Nagar,1626,1,1,4,1,Others,ELO,Gravel,RH,12837890,38
3726,Karapakkam,801,1,1,2,0,House,AllPub,Gravel,C,5038250,17
3727,Chrompet,1089,1,1,3,1,Commercial,NoSeWa,Paved,RH,13099400,4
3728,Anna Nagar,1955,2,1,5,0,House,ELO,No Access,RH,11575870,11
3729,KK Nagar,1708,2,1,4,0,Commercial,NoSeWa,Paved,RH,13502140,17
3730,T Nagar,1697,1,1,4,1,Others,NoSeWa,Paved,RL,14121610,10
3731,T Nagar,1975,2,1,5,0,House,NoSeWa,Paved,RH,12643190,12
3732,Velachery,1966,3,2,5,1,House,AllPub,Paved,RM,11333130,49
3733,Anna Nagar,1791,1,1,4,0,Others,AllPub,Paved,RL,14020280,15
3734,Velachery,1890,3,2,5,1,Commercial,NoSeWa,Paved,I,15850840,7
3735,Karapakkam,967,1,1,3,0,House,ELO,Paved,A,3891250,29
3736,Anna Nagar,1711,1,1,4,0,Others,NoSeWa,Gravel,RM,14106990,13
3737,KK Nagar,1583,2,1,4,0,Others,NoSeWa,Gravel,RM,10848760,25
3738,Adyar,1274,2,2,4,1,House,NoSeWa,Paved,RL,10736530,22
3739,Karapakkam,1356,2,2,4,0,House,AllPub,Gravel,I,6683750,45
3740,Chrompet,1144,1,1,3,1,House,NoSeWa,No Access,RL,8969400,36
3741,Chrompet,1129,1,1,3,0,Others,ELO,No Access,RM,9117330,16
3742,Adyar,695,1,1,2,1,Commercial,ELO,No Access,I,9132865,11
3743,Chrompet,867,1,1,3,1,House,AllPub,No Access,RL,8325850,15
3744,KK Nagar,1501,2,1,4,0,House,AllPub,Gravel,RL,9155320,26
3745,Velachery,1896,3,2,5,1,Others,ELO,No Access,RM,11606300,15
3746,Karapakkam,1449,2,2,4,0,House,NoSeWa,No Access,C,5464000,18
3747,Anna Nagar,1700,1,1,4,0,Others,NoSeWa,No Access,RH,11926600,5
3748,Velachery,1829,3,2,5,0,House,AllPub,No Access,RH,8669050,15
3749,Chrompet,1178,1,1,3,1,Others,NoSeWa,Paved,RL,10285360,34
3750,KK Nagar,1460,2,1,4,0,House,AllPub,Paved,RM,9213320,16
3751,Anna Nagar,1807,2,1,5,1,House,NoSeWa,Paved,RM,13308490,37
3752,Adyar,1103,1,1,3,1,Commercial,ELO,Gravel,I,13089560,24
3753,Chrompet,992,1,1,3,0,House,NoSeWa,Gravel,RL,8611350,21
3754,Adyar,1268,2,2,4,0,House,AllPub,Paved,RL,9952510,14
3755,Anna Nagar,1890,2,1,5,0,House,NoSeWa,No Access,RH,11505040,17
3756,Karapakkam,670,1,1,2,0,House,NoSeWa,Gravel,I,5136000,16
3757,Karapakkam,1236,1,1,3,1,House,NoSeWa,Gravel,I,7416000,16
3758,Karapakkam,1256,1,1,3,0,House,NoSeWa,Paved,I,6081000,28
3759,Chrompet,1071,1,1,3,1,Commercial,ELO,Gravel,RM,14402200,16
3760,Chrompet,1217,2,1,4,1,Others,ELO,Gravel,RM,11863790,10
3761,Karapakkam,1488,2,2,4,1,House,ELO,Gravel,A,6997500,14
3762,KK Nagar,2162,3,2,5,1,Commercial,NoSeWa,Paved,RL,17248780,29
3763,Velachery,1623,2,1,4,1,Commercial,ELO,Gravel,A,13518220,21
3764,Anna Nagar,1585,1,1,4,0,Commercial,ELO,Paved,RM,17934280,44
3765,KK Nagar,2237,4,2,6,0,House,AllPub,Gravel,RM,12183080,24
3766,Karapakkam,1662,2,2,4,0,House,NoSeWa,No Access,RM,8532500,26
3767,Adyar,819,1,1,3,0,Commercial,NoSeWa,No Access,RM,10569040,36
3768,KK Nagar,2348,4,2,6,0,Others,AllPub,Gravel,RH,12021160,30
3769,Adyar,604,1,1,2,1,Others,NoSeWa,Gravel,RM,9000305,27
3770,T Nagar,1849,2,1,5,0,House,AllPub,Paved,RH,12412950,30
3771,Karapakkam,1617,2,2,4,1,Others,ELO,Gravel,RL,10281375,46
3772,KK Nagar,1733,2,1,4,0,Commercial,NoSeWa,Gravel,RL,14773100,15
3773,Chrompet,802,1,1,3,1,Others,ELO,No Access,RH,7178990,35
3774,Adyar,1081,1,1,3,0,Commercial,ELO,Paved,C,10970740,36
3775,Adyar,1243,2,2,4,1,House,NoSeWa,No Access,I,8270125,35
3776,Karapakkam,1430,2,2,4,0,House,NoSeWa,Paved,RL,7514750,37
3777,KK Nagar,1707,2,1,4,0,Others,AllPub,Paved,RL,9737060,26
3778,KK Nagar,1317,1,1,3,0,Commercial,NoSeWa,Gravel,RH,11665400,10
3779,Karapakkam,1128,1,1,3,1,Others,ELO,Paved,A,5441000,48
3780,KK Nagar,2458,4,2,6,0,House,AllPub,Gravel,RH,11375820,21
3781,Chrompet,1091,1,1,3,0,Others,AllPub,No Access,RH,7697920,22
3782,Velachery,1795,2,1,4,1,Others,AllPub,Gravel,RL,11809800,40
3783,KK Nagar,2481,4,2,6,1,House,NoSeWa,Gravel,RM,14276060,13
3784,Chrompet,1095,1,1,3,1,Commercial,NoSeWa,Gravel,RH,13888700,18
3785,T Nagar,1759,1,1,4,0,House,AllPub,Paved,RL,11863220,36
3786,Anna Nagar,1774,1,1,4,1,House,AllPub,Gravel,RM,13785170,41
3787,KK Nagar,2314,4,2,6,1,Others,NoSeWa,Paved,RM,14159480,20
3788,Anna Nagar,1695,1,1,4,1,House,NoSeWa,No Access,RL,11994050,35
3789,Chrompet,1099,1,1,3,0,Commercial,ELO,Gravel,RM,13266650,31
3790,T Nagar,1547,1,1,4,1,House,NoSeWa,Gravel,RM,13597890,37
3791,Adyar,927,1,1,3,0,Commercial,AllPub,Paved,C,10431690,6
3792,Anna Nagar,1966,2,1,5,0,House,ELO,No Access,RL,11752460,33
3793,KK Nagar,1541,2,1,4,0,Commercial,NoSeWa,Gravel,RL,13945940,17
3794,Velachery,1978,3,2,5,1,Others,NoSeWa,No Access,RL,10699280,49
3795,Karapakkam,1208,1,1,3,1,Commercial,ELO,Gravel,RH,10895000,24
3796,Karapakkam,659,1,1,2,0,House,ELO,Gravel,RH,5882500,20
3797,T Nagar,1834,2,1,5,0,House,AllPub,Paved,RM,13990830,9
3798,Chrompet,792,1,1,2,1,Others,NoSeWa,Paved,RH,8344040,8
3799,Chrompet,1262,2,1,4,0,Others,NoSeWa,Paved,RM,10773390,27
3800,Chrompet,767,1,1,2,1,Others,NoSeWa,Gravel,RH,8320290,34
3801,Karapakkam,1225,1,1,3,0,Others,NoSeWa,No Access,A,4243125,35
3802,Chrompet,732,1,1,2,1,House,ELO,Gravel,RH,7978600,4
3803,Karapakkam,1647,2,2,4,1,Others,NoSeWa,Gravel,RM,11117625,22
3804,KK Nagar,1344,2,1,4,1,House,AllPub,Paved,RH,8991380,9
3805,Adyar,807,1,1,3,1,Others,ELO,Paved,C,7081160,24
3806,Karapakkam,631,1,1,2,1,Commercial,AllPub,Gravel,RH,8269500,22
3807,T Nagar,1775,1,1,4,1,House,ELO,Paved,RH,12397590,22
3808,Adyar,753,1,1,2,1,House,AllPub,No Access,A,5716935,29
3809,KK Nagar,1952,3,2,5,1,House,NoSeWa,Gravel,RL,11148980,19
3810,Chrompet,1021,1,1,3,1,House,AllPub,Gravel,RH,9320800,16
3811,Chrompet,1126,1,1,3,1,House,ELO,Gravel,RH,9282050,23
3812,KK Nagar,2397,4,2,6,1,House,NoSeWa,Gravel,RL,12753880,14
3813,Chrompet,1059,1,1,3,1,Commercial,ELO,Gravel,RM,14246650,27
3814,KK Nagar,1625,2,1,4,1,House,AllPub,Gravel,RH,9902600,30
3815,Karapakkam,1080,1,1,3,1,Commercial,AllPub,Gravel,I,10254500,6
3816,KK Nagar,2254,4,2,6,1,Others,AllPub,Paved,RH,12428040,8
3817,Velachery,1696,2,1,4,0,Commercial,ELO,Gravel,I,13594630,9
3818,Velachery,1943,3,2,5,0,Others,ELO,Gravel,RH,10774250,40
3819,KK Nagar,1499,2,1,4,0,Commercial,NoSeWa,Paved,RM,13324620,11
3820,Velachery,1782,2,1,4,1,Commercial,NoSeWa,Gravel,A,14471520,26
3821,Anna Nagar,1505,1,1,4,0,Commercial,AllPub,No Access,RM,17242780,19
3822,KK Nagar,2050,3,2,5,1,Commercial,NoSeWa,Gravel,RH,16814260,13
3823,Anna Nagar,1665,1,1,4,1,House,NoSeWa,Gravel,RH,12639580,44
3824,Karapakkam,1391,2,2,4,1,House,NoSeWa,Paved,C,6642000,26
3825,Anna Nagar,1797,1,1,4,1,House,NoSeWa,Gravel,RL,13049510,43
3826,T Nagar,1514,1,1,4,0,Commercial,AllPub,No Access,RL,16835310,28
3827,Adyar,786,1,1,2,1,Others,AllPub,Gravel,RM,10371250,10
3828,Velachery,1991,3,2,5,1,Commercial,ELO,No Access,A,13805110,38
3829,Velachery,1814,3,2,5,0,Commercial,AllPub,Gravel,A,13975040,7
3830,Karapakkam,504,1,1,2,0,Others,NoSeWa,Gravel,A,3454000,28
3831,Adyar,1215,2,2,4,1,Commercial,NoSeWa,Gravel,RM,16693265,11
3832,T Nagar,1934,2,1,5,0,House,NoSeWa,Gravel,RM,14154820,26
3833,KK Nagar,1691,2,1,4,1,Commercial,NoSeWa,Paved,RL,14691200,30
3834,Chrompet,1294,2,1,4,1,Commercial,NoSeWa,Paved,RM,15704500,14
3835,KK Nagar,2268,4,2,6,0,Others,NoSeWa,Gravel,RH,11645200,12
3836,Karapakkam,615,1,1,2,0,Commercial,AllPub,Paved,RL,7284250,19
3837,Karapakkam,1640,2,2,4,1,Others,AllPub,Gravel,RH,10169750,17
3838,Chrompet,832,1,1,3,0,Others,ELO,Gravel,RM,9252340,10
3839,Anna Nagar,1919,2,1,5,0,House,ELO,No Access,RM,12308240,37
3840,Velachery,1788,2,1,4,0,Others,ELO,Gravel,I,9689440,17
3841,T Nagar,1674,1,1,4,1,Others,ELO,Gravel,RH,13280420,40
3842,Chrompet,723,1,1,2,0,Others,NoSeWa,Paved,RM,7603010,38
3843,Adyar,990,1,1,3,0,Commercial,NoSeWa,Gravel,A,10631860,24
3844,KK Nagar,2219,3,2,5,0,Commercial,NoSeWa,Gravel,RL,17449820,21
3845,Adyar,1167,1,1,3,0,House,AllPub,Paved,I,7904525,35
3846,T Nagar,1566,1,1,4,0,Commercial,NoSeWa,No Access,RL,17187060,28
3847,Chrompet,1053,1,1,3,1,Others,NoSeWa,No Access,RM,10137210,4
3848,Velachery,1781,2,1,4,0,Commercial,AllPub,Gravel,C,13206150,55
3849,KK Nagar,2470,4,2,6,0,Others,NoSeWa,Gravel,RH,12792980,29
3850,Velachery,1612,2,1,4,0,Others,ELO,Gravel,C,8690980,14
3851,KK Nagar,1418,2,1,4,1,House,NoSeWa,Paved,RH,8878740,17
3852,Chrompet,1032,1,1,3,1,House,AllPub,Gravel,RL,9629850,31
3853,Karapakkam,1430,2,2,4,1,Commercial,AllPub,Paved,RM,12919750,33
3854,Chrompet,812,1,1,3,1,Commercial,ELO,Gravel,RM,12347950,9
3855,Karapakkam,571,1,1,2,1,House,AllPub,Paved,A,4627500,16
3856,Velachery,1709,2,1,4,1,Commercial,AllPub,Paved,C,13822920,26
3857,Chrompet,1128,1,1,3,0,Commercial,AllPub,No Access,RL,12072650,35
3858,KK Nagar,1731,2,1,4,0,Others,AllPub,Gravel,RL,11270960,7
3859,Velachery,1620,2,1,4,1,Commercial,AllPub,No Access,RH,13957610,13
3860,Velachery,1581,2,1,4,1,Commercial,AllPub,No Access,I,13356200,10
3861,Anna Nagar,1672,1,1,4,1,Others,NoSeWa,Paved,RM,14477850,17
3862,Chrompet,1266,2,1,4,1,House,ELO,Paved,RH,9077550,29
3863,Chrompet,1298,2,1,4,1,Others,NoSeWa,Gravel,RM,11998010,25
3864,T Nagar,1952,2,1,5,1,House,ELO,Paved,RM,13942350,45
3865,KK Nagar,2386,4,2,6,1,Others,NoSeWa,Paved,RL,12941380,23
3866,Chrompet,1058,1,1,3,1,House,NoSeWa,Paved,RH,8598500,22
3867,Adyar,987,1,1,3,1,House,ELO,Paved,RH,9200725,15
3868,Karapakkam,1256,1,1,3,0,Commercial,NoSeWa,No Access,RH,9393000,12
3869,KK Nagar,1824,3,2,5,0,Commercial,NoSeWa,Paved,RL,15122540,7
3870,Velachery,1752,2,1,4,0,Others,AllPub,No Access,I,8535580,24
3871,Adyar,796,1,1,2,1,Commercial,ELO,No Access,C,9737150,10
3872,Chrompet,1031,1,1,3,0,Others,ELO,Paved,RM,9241670,40
3873,Chrompet,1114,1,1,3,1,House,NoSeWa,Paved,RL,9688300,6
3874,Anna Nagar,1567,1,1,4,0,Others,NoSeWa,No Access,RL,11630020,43
3875,Adyar,1282,2,2,4,1,Others,ELO,Gravel,A,9301605,27
3876,Chrompet,957,1,1,3,1,Others,NoSeWa,No Access,RH,8292190,22
3877,T Nagar,1510,1,1,4,0,Commercial,AllPub,Paved,RH,16300260,33
3878,Karapakkam,1005,1,1,3,1,Others,NoSeWa,Paved,RH,7525375,8
3879,Velachery,1824,3,2,5,0,House,AllPub,No Access,A,6911070,31
3880,Chrompet,837,1,1,3,1,Commercial,NoSeWa,No Access,RH,10563700,18
3881,Adyar,1103,1,1,3,0,House,NoSeWa,Paved,I,7693965,11
3882,Karapakkam,1386,2,2,4,0,Others,NoSeWa,Paved,RL,8418500,5
3883,Velachery,1588,2,1,4,1,Commercial,AllPub,No Access,A,11516250,45
3884,Chrompet,792,1,1,2,0,Commercial,NoSeWa,Paved,RM,10567050,35
3885,Chrompet,1241,2,1,4,1,House,NoSeWa,No Access,RL,8939050,35
3886,KK Nagar,1571,2,1,4,1,Others,NoSeWa,Paved,RM,11648840,11
3887,Chrompet,770,1,1,2,0,Commercial,NoSeWa,No Access,RL,8883750,33
3888,Anna Nagar,1707,1,1,4,0,Commercial,NoSeWa,No Access,RH,17363590,42
3889,T Nagar,1840,2,1,5,1,House,NoSeWa,Gravel,RM,14477820,41
3890,Karapakkam,972,1,1,3,0,Others,ELO,Gravel,RH,6399750,42
3891,Adyar,1000,1,1,3,0,Others,ELO,No Access,RL,8348770,18
3892,T Nagar,1888,2,1,5,1,House,NoSeWa,Gravel,RL,13764960,38
3893,Karapakkam,557,1,1,2,1,Others,AllPub,No Access,A,3210125,37
3894,Chrompet,1180,1,1,3,0,Others,NoSeWa,Gravel,RH,8889850,27
3895,Chrompet,1219,2,1,4,1,Others,ELO,No Access,RL,9951030,4
3896,Karapakkam,943,1,1,3,1,Commercial,AllPub,Paved,I,8776500,26
3897,Chrompet,1133,1,1,3,1,House,NoSeWa,Gravel,RH,9468000,16
3898,Adyar,1153,1,1,3,1,House,NoSeWa,Gravel,A,8350260,24
3899,Velachery,1618,2,1,4,1,Commercial,AllPub,Gravel,RM,16354300,30
3900,Karapakkam,1246,1,1,3,1,Commercial,NoSeWa,No Access,A,7957500,38
3901,KK Nagar,2389,4,2,6,0,Commercial,NoSeWa,Paved,RM,18402940,27
3902,KK Nagar,2227,4,2,6,0,House,NoSeWa,Paved,RM,11820720,6
3903,Anna Nagar,1853,2,1,5,1,House,NoSeWa,Gravel,RL,13761350,30
3904,Chrompet,926,1,1,3,0,Commercial,ELO,Gravel,RM,11939850,27
3905,T Nagar,1517,1,1,4,0,Others,NoSeWa,No Access,RL,11712660,25
3906,KK Nagar,1721,2,1,4,0,House,AllPub,Paved,RH,9225240,22
3907,Karapakkam,1231,1,1,3,0,House,AllPub,Gravel,A,5711000,18
3908,Karapakkam,1090,1,1,3,1,House,AllPub,No Access,A,4876500,49
